GeneName	Prime3	Prime5
g9284	897	1643
g9285	1643	1771
g9286	1771	2168
g9287	2168	10691
g9288	10691	577
g9289	577	54
g9290	54	927
g9291	927	1228
g9292	1228	909
g9293	909	105
g9294	105	3340
g9295	3340	27
g9296	27	894
g9297	894	2189
g9298	1006	685
g9299	685	3817
g9300	3817	3194
g9301	3194	362
g9302	362	934
g9303	934	14041
g9304	14041	395
g9305	395	6467
g9306	6467	507
g9307	507	908
g9308	908	471
g9309	471	1160
g9310	1160	2323
g9311	2323	3977
g9312	3977	1633
g9313	1633	798
g9314	798	8630
g9315	8630	485
g9316	485	830
g9317	830	3298
g9318	3298	512
g9319	512	2925
g9320	2925	1567
g9321	1567	1082
g9322	1082	6051
g9323	6051	1604
g9324	1604	2128
g9325	2128	997
g9326	997	960
g9327	960	79
g9328	79	707
g9329	707	2034
g9330	2034	2187
g9331	2187	1791
g9332	1791	4616
g9333	4616	5374
g9334	5374	2885
g9335	2885	81
g9336	81	511
g9337	511	449
g9338	449	1705
g9339	1705	805
g9340	805	221
g9341	221	753
g9342	753	2737
g9343	2737	2790
g9344	2790	6042
g9345	6042	1717
g9346	1717	1375
g9347	1375	2768
g9348	2768	1679
g9349	1679	1392
g9350	1392	5181
g9351	5181	2232
g9352	2232	2799
g9353	2799	2122
g9354	2122	995
g9355	995	1301
g9356	1301	753
g9357	753	1110
g9358	1110	947
g9359	947	1026
g9360	1026	1086
g9361	1086	121
g9362	121	960
g9363	960	123
g9364	123	1716
g9365	1716	84
g9366	84	1825
g9367	1825	7351
g9368	7351	291
g9369	291	670
g9370	670	920
g9371	920	1732
g9372	1732	4016
g9373	4016	1105
g9374	1105	1168
g9375	1168	1105
g9376	1105	301
g9377	301	583
g9378	583	1014
g9379	1014	1434
g9380	1434	1325
g9381	1325	3423
g9382	3423	3285
g9383	3285	4284
g9384	4284	1116
g9385	1116	122
g9386	122	1027
g9387	1027	2687
g9388	2687	357
g9389	357	659
g9390	659	2550
g9391	2550	4101
g9392	4101	79
g9393	79	5775
g9394	5775	718
g9395	718	2986
g9396	2986	877
g9397	877	726
g9398	726	963
g9399	963	57
g9400	57	2677
g9401	777	3254
g9402	2677	878
g9403	878	2017
g9404	2017	1384
g9405	1384	3028
g9406	3028	3349
g9407	3349	4491
g9408	4491	2685
g9409	2685	1625
g9410	1625	2112
g9411	2112	3524
g9412	3524	2390
g9413	2390	753
g9414	753	3875
g9415	3875	1872
g9416	1872	2687
g9417	2687	183
g9418	183	77
g9419	77	36
g9420	36	2835
g9421	2835	495
g9422	495	2230
g9423	2230	2392
g9424	2392	1864
g9425	1864	883
g9426	883	2933
g9427	2933	6579
g9428	6579	140
g9429	140	1108
g9430	1108	3019
g9431	3019	2128
g9432	2128	873
g9433	873	3103
g9434	3103	651
g9435	651	1436
g9436	1436	1470
g9437	1470	3000
g9438	3000	2483
g9439	2483	3223
g9440	3223	550
g9441	550	153
g9442	153	899
g9443	899	3750
g9444	3750	3308
g9445	3308	33
g9446	33	63
g9447	63	194
g9448	194	505
g9449	505	535
g9450	535	352
g9451	352	2410
g9452	2410	1663
g9453	1663	2019
g9454	2019	3669
g9455	3669	10
g9456	10	557
g9457	557	45
g9458	45	525
g9459	525	719
g9460	719	2511
g9461	2511	46
g9462	46	49
g9463	49	2294
g9464	2294	3526
g9465	3526	3542
g9466	3542	519
g9467	519	2501
g9468	2501	1187
g9469	1187	1860
g9470	1860	941
g9471	941	652
g9472	652	1361
g9473	1361	160
g9474	160	3490
g9475	3490	1925
g9476	1925	943
g9477	943	1401
g9478	1401	767
g9479	767	1538
g9480	1538	2894
g9481	2894	975
g9482	975	1574
g9483	1574	415
g9484	415	3834
g9485	3834	2932
g9486	2932	267
g9487	267	1973
g9488	1973	2406
g9489	2406	1134
g9490	1134	2696
g9491	2696	1166
g9492	1166	2071
g9493	2071	27
g9494	27	1253
g9495	1253	925
g9496	925	1334
g9497	1334	23
g9498	23	1450
g9499	1450	2364
g9500	2364	662
g9501	662	3008
g9502	3008	1382
g9503	1382	1092
g9504	1092	3234
g9505	3234	1452
g9506	1452	624
g9507	624	6587
g9508	6587	696
g9509	696	638
g9510	638	804
g9511	804	1030
g9512	1030	638
g9513	638	804
g9514	804	1030
g9515	1030	770
g9516	770	4458
g9517	4458	350
g9518	350	460
g9519	460	1221
g9520	1221	1722
g9521	1722	1241
g9522	1241	1504
g9523	1504	1789
g9524	1789	1195
g9525	1195	601
g9526	601	1160
g9527	1160	670
g9528	670	51
g9529	51	1536
g9530	1536	22
g9531	22	1521
g9532	1521	776
g9533	776	379
g9534	379	712
g9535	712	931
g9536	931	788
g9537	788	4874
g9538	4874	70
g9539	70	None
g9540	None	240
g9541	240	340
g9542	340	892
g9543	892	164
g9544	164	20
g9545	20	821
g9546	821	3066
g9547	3066	478
g9548	478	1027
g9549	1027	1743
g9550	1743	278
g9551	278	None
g9552	None	991
g9553	991	1928
g9554	1928	5400
g9555	5400	2690
g9556	2690	9011
g9557	9011	4841
g9558	9363	4984
g9559	4841	1249
g9560	1249	852
g9561	852	259
g9562	259	472
g9563	472	5544
g9564	5544	522
g9565	522	373
g9566	373	1076
g9567	1076	15920
g9568	4342	24187
g9569	15920	5546
g9570	5546	10263
g9571	10263	1532
g9572	1532	4020
g9573	4020	1638
g9574	1638	2223
g9575	2223	524
g9576	524	792
g9577	792	3744
g9578	3744	456
g9579	456	971
g9580	971	2269
g9581	2269	861
g9582	861	262
g9583	262	1641
g9584	1641	4008
g9585	4008	1524
g9586	1524	2057
g9587	2057	1274
g9588	1274	397
g9589	397	861
g9590	861	1369
g9591	1369	379
g9592	379	133
g9593	133	2314
g9594	2314	1148
g9595	1148	204
g9596	204	1188
g9597	1188	253
g9598	253	2354
g9599	2354	214
g9600	214	2164
g9601	2164	2181
g9602	2181	60
g9603	60	3112
g9604	3112	1595
g9605	1595	1382
g9606	1382	5514
g9607	5514	409
g9608	409	4128
g9609	4128	4661
g9610	4661	1531
g9611	1531	27
g9612	27	1008
g9613	1008	19670
g9614	19670	1752
g9615	1752	838
g9616	838	1369
g9617	1369	1452
g9618	1452	1720
g9619	1720	6491
g9620	6491	2078
g9621	2078	111
g9622	111	73
g9623	73	1448
g9624	1448	4718
g9625	4718	366
g9626	366	139
g9627	139	562
g9628	562	1391
g9629	1391	1467
g9630	1467	115
g9631	115	6583
g9632	6583	125
g9633	125	1042
g9634	1042	2016
g9635	2016	275
g9636	275	1956
g9637	1956	17397
g9638	17397	80
g9639	80	571
g9640	571	80
g9641	80	572
g9642	572	5910
g9643	5910	2426
g9644	2426	6245
g9645	6245	860
g9646	860	None
g9647	None	961
g9648	None	910
g9649	910	2476
g9650	2476	1384
g9651	1384	3342
g9652	3342	2328
g9653	2328	1206
g9654	1206	1251
g9655	1251	1455
g9656	1455	8620
g9657	8620	19317
g9658	19317	350
g9659	350	595
g9660	595	27
g9661	27	1834
g9662	1834	197
g9663	197	348
g9664	348	704
g9665	704	None
g9666	None	611
g9667	611	222
g9668	222	2218
g9669	2218	5048
g9670	5048	1595
g9671	1595	2889
g9672	2889	None
g9673	None	None
g9674	None	9
g9675	None	8890
g9676	9	1257
g9677	1257	1715
g9678	1715	2755
g9679	2755	534
g9680	534	779
g9681	779	370
g9682	370	1395
g9683	1395	495
g9684	495	245
g9685	245	503
g9686	503	458
g9687	458	1299
g9688	1299	639
g9689	639	386
g9690	386	147
g9691	147	791
g9692	791	704
g9693	704	2510
g9694	2510	423
g9695	423	147
g9696	147	423
g9697	423	213
g9698	213	687
g9699	687	390
g9700	390	462
g9701	462	573
g9702	573	184
g9703	184	156
g9704	156	28
g9705	28	74
g9706	74	161
g9707	161	524
g9708	524	850
g9709	850	181
g9710	181	558
g9711	558	247
g9712	247	181
g9713	181	147
g9714	147	182
g9715	182	48
g9716	48	357
g9717	357	633
g9718	633	521
g9719	521	278
g9720	278	538
g9721	538	752
g9722	752	508
g9723	508	116
g9724	116	180
g9725	180	186
g9726	186	11856
g9727	11856	837
g9728	837	180
g9729	180	186
g9730	186	380
g9731	380	1089
g9732	1089	3724
g9733	3724	387
g9734	387	427
g9735	427	785
g9736	785	237
g9737	237	400
g9738	400	15
g9739	15	337
g9740	337	143
g9741	143	466
g9742	466	1560
g9743	1560	720
g9744	720	1759
g9745	1759	209
g9746	209	2699
g9747	2699	23
g9748	23	291
g9749	291	138
g9750	138	392
g9751	392	1487
g9752	1487	197
g9753	197	270
g9754	270	342
g9755	342	417
g9756	417	2011
g9757	2011	239
g9758	239	673
g9759	673	542
g9760	542	309
g9761	309	1443
g9762	1443	499
g9763	499	1084
g9764	1084	810
g9765	810	263
g9766	263	7
g9767	7	2044
g9768	2044	232
g9769	232	1135
g9770	1135	67
g9771	67	1403
g9772	1403	32
g9773	32	744
g9774	744	297
g9775	297	984
g9776	984	393
g9777	393	593
g9778	593	5873
g9779	5873	1473
g9780	1473	403
g9781	403	353
g9782	353	745
g9783	745	685
g9784	685	2803
g9785	2803	992
g9786	992	2500
g9787	2500	1257
g9788	1257	799
g9789	799	473
g9790	473	169
g9791	169	362
g9792	362	364
g9793	364	53
g9794	53	522
g9795	522	711
g9796	711	950
g9797	950	1009
g9798	1009	167
g9799	167	32
g9800	32	355
g9801	355	315
g9802	315	1626
g9803	1626	1619
g9804	1619	25
g9805	25	914
g9806	914	938
g9807	938	407
g9808	407	549
g9809	549	1357
g9810	1357	32
g9811	32	192
g9812	192	828
g9813	828	293
g9814	293	27
g9815	27	2095
g9816	2095	1166
g9817	1166	8
g9818	8	197
g9819	197	306
g9820	306	690
g9821	690	301
g9822	301	488
g9823	488	1282
g9824	1282	226
g9825	226	1340
g9826	1340	576
g9827	576	243
g9828	243	53
g9829	53	1472
g9830	1472	1406
g9831	1406	4504
g9832	4504	849
g9833	849	1038
g9834	1038	852
g9835	852	558
g9836	558	86
g9837	86	927
g9838	927	464
g9839	464	1018
g9840	1018	222
g9841	222	824
g9842	824	656
g9843	656	1725
g9844	1725	237
g9845	237	545
g9846	545	1002
g9847	1002	108
g9848	108	198
g9849	198	421
g9850	421	721
g9851	721	305
g9852	9138	604
g9853	305	397
g9854	397	98
g9855	98	749
g9856	749	169
g9857	169	1420
g9858	1420	218
g9859	218	199
g9860	199	171
g9861	171	112
g9862	112	1002
g9863	1002	76
g9864	76	177
g9865	177	291
g9866	291	1309
g9867	1309	501
g9868	501	777
g9869	6892	773
g9870	773	264
g9871	264	495
g9872	495	136
g9873	136	1351
g9874	1351	320
g9875	320	1446
g9876	1446	128
g9877	128	642
g9878	642	2007
g9879	2007	1153
g9880	1153	413
g9881	413	2794
g9882	2794	538
g9883	538	2594
g9884	2594	708
g9885	708	362
g9886	362	337
g9887	337	281
g9888	281	371
g9889	371	21
g9890	21	183
g9891	183	2417
g9892	2417	1436
g9893	1436	1164
g9894	1164	485
g9895	485	745
g9896	745	305
g9897	305	254
g9898	254	2093
g9899	2093	22
g9900	22	2422
g9901	798	609
g9902	609	48
g9903	48	481
g9904	481	836
g9905	836	803
g9906	803	344
g9907	344	183
g9908	183	220
g9909	220	841
g9910	841	29
g9911	29	1408
g9912	1408	1173
g9913	1173	930
g9914	930	532
g9915	532	154
g9916	154	633
g9917	633	710
g9918	710	117
g9919	117	208
g9920	208	198
g9921	198	447
g9922	447	496
g9923	496	149
g9924	149	333
g9925	333	50
g9926	50	721
g9927	721	2102
g9928	2102	1649
g9929	1649	182
g9930	182	333
g9931	333	733
g9932	733	1229
g9933	1229	1425
g9934	1425	174
g9935	2759	989
g9936	174	497
g9937	497	188
g9938	188	1740
g9939	1740	462
g9940	462	1715
g9941	1715	878
g9942	878	2435
g9943	2435	613
g9944	613	2114
g9945	2114	819
g9946	819	2090
g9947	2090	326
g9948	326	490
g9949	381	3611
g9950	490	283
g9951	283	319
g9952	319	655
g9953	655	583
g9954	583	253
g9955	253	1096
g9956	1096	876
g9957	876	1032
g9958	894	1982
g9959	1032	590
g9960	590	554
g9961	554	343
g9962	343	840
g9963	840	620
g9964	620	712
g9965	712	279
g9966	279	144
g9967	144	106
g9968	106	36
g9969	36	416
g9970	416	510
g9971	510	3225
g9972	3225	4371
g9973	4371	652
g9974	4762	7295
g9975	652	6746
g9976	6746	621
g9977	621	673
g9978	673	268
g9979	268	20
g9980	20	359
g9981	359	110
g9982	110	279
g9983	279	332
g9984	332	391
g9985	391	30
g9986	30	438
g9987	438	472
g9988	472	170
g9989	170	504
g9990	504	280
g9991	280	7763
g9992	7763	356
g9993	356	3477
g9994	3477	947
g9995	947	1358
g9996	1358	5754
g9997	5754	3192
g9998	3192	497
g9999	497	216
g10000	216	1538
g10001	1538	199
g10002	199	216
g10003	216	9042
g10004	9042	3047
g10005	3047	359
g10006	359	2132
g10007	2132	592
g10008	592	7498
g10009	7498	17300
g10010	17300	2398
g10011	2398	1724
g10012	1724	1192
g10013	1192	3224
g10014	3224	530
g10015	530	7935
g10016	7935	2952
g10017	2952	2387
g10018	2387	4219
g10019	4219	2531
g10020	2531	2112
g10021	2112	5583
g10022	5583	3788
g10023	3788	1593
g10024	1593	3832
g10025	3832	41
g10026	41	236
g10027	236	1983
g10028	1983	2074
g10029	2074	327
g10030	327	1081
g10031	1081	3980
g10032	3980	1009
g10033	1009	1486
g10034	1486	63
g10035	63	1728
g10036	1728	1903
g10037	1903	3433
g10038	3433	545
g10039	545	1103
g10040	1103	554
g10041	554	7679
g10042	7679	1897
g10043	1897	1833
g10044	1833	553
g10045	553	2598
g10046	2598	5353
g10047	5353	309
g10048	309	919
g10049	919	2533
g10050	2533	1876
g10051	1876	5322
g10052	5322	1840
g10053	1840	3502
g10054	3502	2075
g10055	2075	1347
g10056	1347	537
g10057	537	4342
g10058	4342	1611
g10059	1611	2744
g10060	2744	188
g10061	188	1658
g10062	1658	218
g10063	218	366
g10064	366	1990
g10065	1990	218
g10066	218	366
g10067	366	2129
g10068	2129	4625
g10069	4625	9013
g10070	9013	1928
g10071	1928	10356
g10072	10356	None
g10073	None	2323
g10074	2323	9518
g10075	9518	2281
g10076	2281	156
g10077	156	3250
g10078	3250	2252
g10079	2252	662
g10080	662	3957
g10081	3957	None
g10082	None	3572
g10083	3572	1234
g10084	1234	1210
g10085	1210	10468
g10086	10468	1446
g10087	1446	4716
g10088	4716	3630
g10089	3630	402
g10090	402	83
g10091	83	11661
g10092	11661	2240
g10093	2240	2098
g10094	2098	2474
g10095	2474	587
g10096	587	591
g10097	591	212
g10098	212	12
g10099	12	1978
g10100	1978	3324
g10101	3324	793
g10102	793	5569
g10103	5569	2431
g10104	2431	1084
g10105	1084	2879
g10106	2879	452
g10107	452	1176
g10108	1176	1199
g10109	1199	1289
g10110	1289	1177
g10111	1177	2103
g10112	2103	3122
g10113	3122	1336
g10114	1336	744
g10115	744	9983
g10116	9983	3173
g10117	3173	9170
g10118	9170	642
g10119	642	2169
g10120	2169	861
g10121	861	1562
g10122	1562	2189
g10123	2189	952
g10124	952	3550
g10125	3550	8347
g10126	8347	2903
g10127	2903	138
g10128	138	57
g10129	57	150
g10130	150	310
g10131	310	259
g10132	259	3771
g10133	3771	2573
g10134	2573	641
g10135	641	144
g10136	144	1786
g10137	1786	144
g10138	144	593
g10139	593	2128
g10140	2128	3265
g10141	3265	1410
g10142	1410	1763
g10143	1763	3520
g10144	3520	10800
g10145	10800	5200
g10146	5200	642
g10147	642	145
g10148	145	5
g10149	5	288
g10150	288	145
g10151	145	109516
g10152	109516	3080
g10153	3080	1979
g10154	1979	45826
g10155	45826	1335
g10156	1335	539
g10157	539	2289
g10158	2289	1520
g10159	1520	1402
g10160	1402	2027
g10161	2027	1839
g10162	1839	703
g10163	703	1029
g10164	1029	414
g10165	414	944
g10166	944	652
g10167	652	875
g10168	875	3463
g10169	3463	942
g10170	942	5253
g10171	5253	4261
g10172	4261	1816
g10173	1816	147
g10174	147	3440
g10175	3440	2145
g10176	2145	1509
g10177	1509	4275
g10178	4275	3544
g10179	3544	597
g10180	597	4467
g10181	4467	2137
g10182	2137	234
g10183	234	1597
g10184	1597	1498
g10185	1498	149
g10186	149	1316
g10187	1316	3191
g10188	3191	72261
g10189	72261	83817
g10190	83817	3052
g10191	3052	147200
g10192	147200	14484
g10193	14484	1503
g10194	1503	227
g10195	227	3483
g10196	3483	2610
g10197	2610	6926
g10198	6926	4020
g10199	4020	18532
g10200	18532	1412
g10201	18802	2035
g10202	1412	301
g10203	301	1048
g10204	1048	3128
g10205	3128	23
g10206	23	3355
g10207	3355	188
g10208	188	3037
g10209	3037	980
g10210	980	1388
g10211	1388	902
g10212	902	837
g10213	837	3585
g10214	3585	1363
g10215	1363	2466
g10216	2466	641
g10217	641	1045
g10218	1045	3250
g10219	3250	2292
g10220	2292	547
g10221	547	2706
g10222	2706	4573
g10223	4573	1771
g10224	1771	2511
g10225	2511	None
g10226	None	160
g10227	160	315
g10228	315	39
g10229	39	740
g10230	740	488
g10231	488	861
g10232	861	103
g10233	103	291
g10234	291	605
g10235	605	372
g10236	372	287
g10237	287	567
g10238	567	9885
g10239	9885	441
g10240	441	4284
g10241	4284	537
g10242	537	310
g10243	310	67
g10244	67	362
g10245	362	4146
g10246	4146	301
g10247	301	2002
g10248	2002	1321
g10249	1321	59
g10250	59	22
g10251	22	2308
g10252	2308	1109
g10253	1109	1380
g10254	1380	93
g10255	93	518
g10256	518	124
g10257	124	498
g10258	498	307
g10259	307	445
g10260	445	579
g10261	579	131
g10262	131	703
g10263	703	1958
g10264	1958	1146
g10265	1146	287
g10266	287	30
g10267	30	3722
g10268	3722	69
g10269	69	2454
g10270	2454	None
g10271	None	2488
g10272	2488	52
g10273	52	90
g10274	90	297
g10275	297	2238
g10276	2238	1175
g10277	1175	5750
g10278	5750	392
g10279	392	None
g10280	None	70482
g10281	70482	None
g10282	None	587
g10283	587	756
g10284	756	178
g10285	178	1984
g10286	1984	192
g10287	192	434
g10288	434	469
g10289	469	339
g10290	339	399
g10291	399	712
g10292	712	29
g10293	29	164
g10294	164	39
g10295	39	31
g10296	31	152
g10297	152	107
g10298	107	829
g10299	829	422
g10300	422	108
g10301	108	263
g10302	263	302
g10303	302	757
g10304	757	221
g10305	221	1947
g10306	1947	499
g10307	499	876
g10308	876	10388
g10309	10388	1364
g10310	1364	181
g10311	181	3969
g10312	3969	461
g10313	461	57
g10314	57	69
g10315	69	281
g10316	281	194
g10317	194	31
g10318	31	227
g10319	227	187
g10320	187	170
g10321	170	1042
g10322	239	943
g10323	943	3046
g10324	3046	526
g10325	526	3201
g10326	3201	941
g10327	941	94
g10328	94	687
g10329	687	56
g10330	56	20
g10331	20	201
g10332	201	130
g10333	130	157
g10334	157	999
g10335	999	749
g10336	749	23
g10337	23	70
g10338	70	276
g10339	276	227
g10340	227	176
g10341	176	14377
g10342	14377	1058
g10343	1058	1616
g10344	1616	11121
g10345	11121	134
g10346	134	212
g10347	212	30
g10348	30	236
g10349	236	246
g10350	246	734
g10351	734	684
g10352	684	268
g10353	268	408
g10354	408	362
g10355	362	40
g10356	40	476
g10357	476	41
g10358	41	394
g10359	394	766
g10360	766	475
g10361	475	591
g10362	591	1259
g10363	1259	None
g10364	None	2938
g10365	2938	1544
g10366	1544	900
g10367	900	584
g10368	584	921
g10369	921	1255
g10370	1255	785
g10371	785	147
g10372	147	902
g10373	902	780
g10374	780	885
g10375	885	1208
g10376	1208	1583
g10377	1583	1438
g10378	1438	1650
g10379	1650	684
g10380	684	1334
g10381	1334	4300
g10382	4300	931
g10383	931	1627
g10384	1627	1082
g10385	1082	1372
g10386	1372	2152
g10387	2152	1068
g10388	1068	141
g10389	141	139
g10390	139	1573
g10391	1573	711
g10392	711	688
g10393	688	893
g10394	893	932
g10395	932	4670
g10396	4670	878
g10397	878	650
g10398	650	164
g10399	164	2129
g10400	2129	2450
g10401	2450	724
g10402	724	2154
g10403	2154	1391
g10404	1391	2107
g10405	2107	1000
g10406	1000	1076
g10407	1076	679
g10408	679	1465
g10409	1465	838
g10410	838	2031
g10411	2031	389
g10412	389	2422
g10413	2422	1961
g10414	1961	1478
g10415	1478	292
g10416	292	589
g10417	589	244
g10418	244	150
g10419	150	639
g10420	639	256
g10421	256	3427
g10422	3427	533
g10423	533	1058
g10424	1058	902
g10425	902	1139
g10426	1139	663
g10427	663	1699
g10428	1699	1155
g10429	1155	1678
g10430	1678	1417
g10431	1417	1678
g10432	1678	2655
g10433	2655	467
g10434	467	598
g10435	598	616
g10436	616	26
g10437	26	389
g10438	389	324
g10439	324	642
g10440	642	4106
g10441	4106	47
g10442	47	1051
g10443	1051	100
g10444	100	1826
g10445	1826	23
g10446	23	1802
g10447	1802	2300
g10448	2300	2318
g10449	2318	232
g10450	232	1851
g10451	1851	612
g10452	612	1409
g10453	1409	598
g10454	598	78
g10455	78	1060
g10456	1060	303
g10457	303	816
g10458	816	242
g10459	242	3468
g10460	3468	5290
g10461	5290	1454
g10462	1454	2234
g10463	2234	4687
g10464	4687	3292
g10465	3292	1530
g10466	1530	396
g10467	396	1798
g10468	1798	287
g10469	287	1254
g10470	1254	41
g10471	41	2078
g10472	2078	2474
g10473	2474	2441
g10474	2441	611
g10475	2605	777
g10476	611	575
g10477	575	3231
g10478	3231	89
g10479	89	315
g10480	315	704
g10481	704	323
g10482	7589	595
g10483	323	8668
g10484	595	1659
g10485	1659	1513
g10486	2001	997
g10487	997	489
g10488	489	442
g10489	442	156
g10490	156	398
g10491	398	1542
g10492	1542	1741
g10493	1741	412
g10494	412	474
g10495	474	1242
g10496	1242	2241
g10497	2241	760
g10498	760	349
g10499	349	1224
g10500	1224	2930
g10501	2930	949
g10502	949	2827
g10503	2827	1424
g10504	1424	350
g10505	350	3011
g10506	3011	1025
g10507	1025	54
g10508	54	309
g10509	309	731
g10510	731	479
g10511	479	180
g10512	180	3398
g10513	3398	664
g10514	664	604
g10515	604	538
g10516	538	374
g10517	374	1215
g10518	1215	298
g10519	298	1030
g10520	1030	936
g10521	936	2156
g10522	2156	76
g10523	76	2134
g10524	2134	1756
g10525	1756	1133
g10526	1133	3130
g10527	3130	146
g10528	146	266
g10529	266	1191
g10530	1191	5517
g10531	5517	3747
g10532	3747	618
g10533	618	450
g10534	450	452
g10535	452	490
g10536	490	957
g10537	957	237
g10538	237	69
g10539	69	381
g10540	381	101
g10541	101	286
g10542	286	148
g10543	148	359
g10544	359	1177
g10545	1177	26
g10546	26	199
g10547	199	2918
g10548	2918	525
g10549	525	2180
g10550	2180	1187
g10551	1187	504
g10552	504	1539
g10553	1539	333
g10554	333	2463
g10555	2463	245
g10556	245	932
g10557	932	306
g10558	306	2246
g10559	2246	108
g10560	108	530
g10561	530	257
g10562	257	35
g10563	35	63
g10564	63	69
g10565	69	484
g10566	484	665
g10567	665	467
g10568	467	242
g10569	242	675
g10570	675	3573
g10571	3573	2414
g10572	2414	4463
g10573	4463	778
g10574	778	73
g10575	73	490
g10576	490	349
g10577	349	701
g10578	701	2492
g10579	2492	377
g10580	377	1159
g10581	1159	570
g10582	570	180
g10583	180	542
g10584	542	286
g10585	286	2285
g10586	2285	705
g10587	705	211
g10588	211	1050
g10589	1050	5427
g10590	5427	3048
g10591	3048	52
g10592	52	947
g10593	947	2827
g10594	2827	2054
g10595	2054	1826
g10596	1826	122
g10597	122	323
g10598	323	431
g10599	431	1979
g10600	1979	266
g10601	266	2931
g10602	2931	None
g10603	None	1406
g10604	1406	322
g10605	322	670
g10606	670	98
g10607	98	53
g10608	53	324
g10609	324	1531
g10610	1531	423
g10611	423	9735
g10612	9735	80659
g10613	80659	6922
g10614	6922	3484
g10615	3484	11679
g10616	11679	4194
g10617	4194	None
g10618	None	6107
g10619	6107	1561
g10620	1561	147
g10621	147	1118
g10622	1118	6436
g10623	6436	564
g10624	564	1330
g10625	1330	627
g10626	627	399
g10627	399	1321
g10628	1076	4368
g10629	1321	605
g10630	605	538
g10631	538	174
g10632	174	2011
g10633	2011	353
g10634	353	985
g10635	985	849
g10636	849	338
g10637	338	799
g10638	799	651
g10639	651	897
g10640	897	739
g10641	739	678
g10642	678	188
g10643	188	755
g10644	755	2217
g10645	2217	1869
g10646	1869	432
g10647	432	988
g10648	988	615
g10649	615	2060
g10650	2060	886
g10651	886	906
g10652	906	2358
g10653	2358	8293
g10654	8293	701
g10655	701	2146
g10656	2146	3934
g10657	3934	1017
g10658	1017	880
g10659	880	1901
g10660	1901	42
g10661	42	674
g10662	674	2072
g10663	2072	650
g10664	650	1461
g10665	1461	800
g10666	800	6329
g10667	6329	3497
g10668	3497	375
g10669	375	1954
g10670	1954	8397
g10671	8397	1526
g10672	1526	5110
g10673	5110	3720
g10674	3720	534
g10675	534	352
g10676	352	1103
g10677	1103	809
g10678	809	704
g10679	704	134
g10680	134	4401
g10681	4401	2787
g10682	2787	338
g10683	338	382
g10684	382	613
g10685	613	389
g10686	389	473
g10687	473	1703
g10688	1703	994
g10689	994	961
g10690	961	1370
g10691	1370	476
g10692	476	590
g10693	590	209
g10694	209	1175
g10695	1175	1353
g10696	1353	10662
g10697	10662	1849
g10698	1849	450
g10699	450	3285
g10700	3285	880
g10701	880	589
g10702	589	93
g10703	93	85
g10704	85	2091
g10705	2091	342
g10706	342	2114
g10707	2114	518
g10708	518	1865
g10709	1865	1766
g10710	1766	548
g10711	548	635
g10712	635	10576
g10713	10576	260
g10714	260	929
g10715	929	76
g10716	76	2294
g10717	2294	1506
g10718	1506	773
g10719	773	442
g10720	442	1164
g10721	1164	463
g10722	463	141
g10723	141	4232
g10724	4232	916
g10725	916	1170
g10726	1170	2911
g10727	2911	1997
g10728	1997	527
g10729	527	372
g10730	372	1072
g10731	1072	87
g10732	87	368
g10733	368	280
g10734	280	679
g10735	679	168
g10736	168	3140
g10737	3140	505
g10738	505	773
g10739	773	3919
g10740	3919	660
g10741	660	519
g10742	519	906
g10743	906	2536
g10744	2536	899
g10745	899	441
g10746	441	846
g10747	846	228
g10748	228	295
g10749	295	1755
g10750	1755	2501
g10751	2501	937
g10752	937	912
g10753	912	801
g10754	801	29
g10755	29	7231
g10756	7231	1274
g10757	1274	1079
g10758	1079	425
g10759	425	475
g10760	475	1138
g10761	1138	112
g10762	112	1801
g10763	1801	630
g10764	630	431
g10765	431	2344
g10766	2344	1572
g10767	1572	60
g10768	60	528
g10769	528	1313
g10770	1313	52
g10771	52	272
g10772	6685	240
g10773	240	34
g10774	34	1864
g10775	1864	2123
g10776	2123	4191
g10777	4191	2969
g10778	2969	114
g10779	114	3791
g10780	3791	327
g10781	327	827
g10782	827	103
g10783	103	4494
g10784	4494	272
g10785	272	2617
g10786	6362	238
g10787	238	505
g10788	505	901
g10789	901	403
g10790	403	619
g10791	619	27
g10792	27	171
g10793	171	None
g10794	None	32
g10795	32	785
g10796	785	315
g10797	315	878
g10798	878	340
g10799	340	404
g10800	404	1390
g10801	1390	791
g10802	791	64
g10803	64	28
g10804	28	681
g10805	681	36
g10806	36	47
g10807	47	529
g10808	529	526
g10809	526	8285
g10810	8285	1004
g10811	1004	489
g10812	489	193
g10813	193	310
g10814	310	587
g10815	587	4891
g10816	4891	221
g10817	221	656
g10818	656	240
g10819	240	104
g10820	104	207
g10821	207	162
g10822	162	418
g10823	418	68
g10824	68	672
g10825	672	479
g10826	479	699
g10827	699	240
g10828	240	238
g10829	238	739
g10830	739	143
g10831	143	408
g10832	408	772
g10833	772	8505
g10834	8505	2635
g10835	2635	1038
g10836	1038	118
g10837	118	402
g10838	402	519
g10839	519	565
g10840	565	453
g10841	453	5727
g10842	5727	209
g10843	209	2228
g10844	2228	192
g10845	192	493
g10846	493	1047
g10847	1047	None
g10848	None	415
g10849	415	1785
g10850	1785	2903
g10851	2903	916
g10852	916	206
g10853	206	97
g10854	97	128
g10855	128	288
g10856	288	444
g10857	444	21
g10858	21	60
g10859	60	873
g10860	873	83
g10861	83	1083
